Lease Details,,,,,,,,,,,,,,,,,,,
Version 3.0,,,,,,,,,,,,,,,,,,,
As Of: 2017-06-26,,,,,,,,,,,,,,,,,,,
property_code,lease_code,unit_code,resident_name,resident_code,resident_cell_phone,resident_home_phone,resident_email,resident_status,market_rent,lease_sign,lease_start,lease_end,move_in,move_out,notice_given,notice_type,actual_rent,number_of_occupants,renewal_status
1184,722412,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2017,8/27/2018,3/9/2000,,,,635,1,Renewal
1184,373789,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2013,8/31/2014,3/9/2000,,,,610,1,Renewal
1184,73956,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2007,8/31/2008,3/9/2000,,,,520,1,Renewal
1184,151929,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2009,8/31/2010,3/9/2000,,,,550,1,Renewal
1184,310264,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2012,8/31/2013,3/9/2000,,,,585,1,Renewal
1184,107153,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2008,8/31/2009,3/9/2000,,,,545,1,Renewal
1184,15297,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2005,8/31/2006,3/9/2000,,,,490,1,New Tenant
1184,457748,176,"Zedlitz, Stacey",t0128329,,5152700188,slzedlitz@q.com,Current Resident,625,9/1/2005,9/1/2014,8/31/2015,3/9/2000,,,,620,1,Renewal
1184,222693,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2011,12/31/2011,10/28/2001,,,,570,1,Renewal
1184,484767,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2015,1/31/2016,10/28/2001,,,,620,1,Renewal
1184,85056,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,12/1/2007,11/30/2008,10/28/2001,,,,525,1,Renewal
1184,572271,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,2/1/2016,12/31/2016,10/28/2001,,,,620,1,Renewal
1184,121738,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,12/1/2008,11/30/2009,10/28/2001,,,,550,1,Renewal
1184,169745,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,12/1/2009,12/31/2010,10/28/2001,,,,550,1,Renewal
1184,408866,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2014,12/31/2014,10/28/2001,,,,620,1,Renewal
1184,282576,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2012,12/31/2012,10/28/2001,,,,585,1,Renewal
1184,657826,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2017,12/27/2017,10/28/2001,,,,636,1,Renewal
1184,15329,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,12/1/2005,11/30/2006,10/28/2001,,,,509,1,New Tenant
1184,337101,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,1/1/2013,12/31/2013,10/28/2001,,,,600,1,Renewal
1184,52889,216,"Armstrong, Travis",t0128363,5154222129,,,Current Resident,625,12/21/2002,12/1/2006,11/30/2007,10/28/2001,,,,510,1,Renewal
1184,640661,303,"Gillen, Mary",t0128445,,,mgillen@hotmail.com,Former Resident,875,10/1/2004,10/1/2016,6/5/2017,9/1/1999,6/1/2017,5/15/2017,Regular,800,1,Renewal
1184,367906,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2013,7/31/2014,7/20/2004,,,,990,2,Renewal
1184,258178,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2011,7/31/2012,7/20/2004,,,,955,2,Renewal
1184,203104,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2010,7/31/2011,7/20/2004,,,,925,2,Renewal
1184,108238,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2008,7/31/2009,7/20/2004,,,,900,2,Renewal
1184,34630,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2006,7/31/2007,7/20/2004,,,,860,2,Renewal
1184,159269,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2009,7/31/2010,7/20/2004,,,,900,2,Renewal
1184,314633,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2012,7/31/2013,7/20/2004,,,,970,2,Renewal
1184,716982,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,7/1/2017,6/30/2018,7/20/2004,,,,975,2,Renewal
1184,15485,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2005,7/31/2006,7/20/2004,,,,850,2,New Tenant
1184,454329,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2014,7/31/2015,7/20/2004,,,,1000,2,Renewal
1184,70499,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2007,7/31/2008,7/20/2004,,,,860,2,Renewal
1184,533797,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,8/1/2015,6/30/2016,7/20/2004,,,,975,2,Renewal
1184,610189,2622,"Hawxby, Donna",t0128541,5153214822,,dhawxby@bhmanagement.com,Current Resident,990,8/1/2005,7/1/2016,6/30/2017,7/20/2004,,,,975,2,Renewal
1168,17718,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,11/1/2005,10/31/2006,10/8/2003,,,,530,1,New Tenant
1168,479454,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2014,11/30/2015,10/8/2003,,,,690,1,Renewal
1168,323697,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2012,11/30/2013,10/8/2003,,,,680,1,Renewal
1168,655107,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2016,11/30/2017,10/8/2003,,,,695,1,Renewal
1168,391640,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2013,11/30/2014,10/8/2003,,,,685,1,Renewal
1168,219120,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2010,11/30/2011,10/8/2003,,,,650,1,Renewal
1168,559881,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2015,11/30/2016,10/8/2003,,,,690,1,Renewal
1168,43319,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,11/1/2006,10/31/2007,10/8/2003,,,,535,1,Renewal
1168,171081,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2009,11/30/2010,10/8/2003,,,,615,1,Renewal
1168,82956,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,11/1/2007,11/30/2008,10/8/2003,,,,551,1,Renewal
1168,273226,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2011,11/30/2012,10/8/2003,,,,665,1,Renewal
1168,126052,D-208,"Gamble, Timothy",t0120360,,3192301140,AML MAN,Current Resident,705,11/1/2005,12/1/2008,12/31/2009,10/8/2003,,,,0,1,Renewal
1184,372187,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2013,8/31/2014,5/1/2006,,,Regular,705,1,Renewal
1184,640000,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,11/1/2016,10/27/2017,5/1/2006,,,Regular,740,1,Renewal
1184,61655,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,6/1/2007,8/31/2007,5/1/2006,,,Regular,640,1,Renewal
1184,257919,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2011,8/31/2012,5/1/2006,,,Regular,680,1,Renewal
1184,22301,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,5/1/2006,4/30/2007,5/1/2006,,,Regular,615,1,New Tenant
1184,209801,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2010,8/31/2011,5/1/2006,,,Regular,665,1,Renewal
1184,557712,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,11/1/2015,10/31/2016,5/1/2006,,,Regular,710,1,Renewal
1184,458808,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2014,8/31/2015,5/1/2006,,,Regular,710,1,Renewal
1184,110397,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2008,8/31/2009,5/1/2006,,,Regular,665,1,Renewal
1184,151712,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2009,8/31/2010,5/1/2006,,,Regular,665,1,Renewal
1184,72180,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2007,8/31/2008,5/1/2006,,,Regular,640,1,Renewal
1184,318047,293,"Zimmerman, Danny",t0137457,5155540091,5152785900,bobb@mainstreamliving.org,Current Resident,735,3/30/2006,9/1/2012,8/31/2013,5/1/2006,,,Regular,690,1,Renewal
1073,85932,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2008,12/31/2008,6/28/1996,,,,458,1,Renewal
1073,275360,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,2/1/2012,1/31/2013,6/28/1996,,,,623,1,Renewal
1073,126497,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2009,12/31/2009,6/28/1996,,,,468,1,Renewal
1048,655546,1107-6,"Harrenstein, Gary",t0126198,,3198831141,,Current Resident,525,11/1/2004,11/1/2016,10/31/2017,10/12/1998,,,,502,1,Renewal
1048,15143,1107-6,"Harrenstein, Gary",t0126198,,3198831141,,Current Resident,525,11/1/2004,11/1/2004,10/31/2005,10/12/1998,,,,450,1,New Tenant
1048,429699,1107-6,"Harrenstein, Gary",t0126198,,3198831141,,Current Resident,525,11/1/2004,11/1/2012,10/31/2013,10/12/1998,,,,502,1,Renewal
1048,471462,1107-6,"Harrenstein, Gary",t0126198,,3198831141,,Current Resident,525,11/1/2004,11/1/2014,10/31/2015,10/12/1998,,,,502,1,Renewal
1048,83454,1107-6,"Harrenstein, Gary",t0126198,,3198831141,,Current Resident,525,11/1/2004,11/1/2007,10/31/2008,10/12/1998,,,,475,1,Renewal
1184,628166,194,"Taylor, Kent",t0128342,,5152768795,,Former Resident,720,9/1/2005,10/1/2016,9/26/2017,8/25/1984,3/31/2017,3/27/2017,Regular,645,1,Renewal
1252,273242,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,4/1/2011,4/30/2012,5/1/2000,,,,725,1,Renewal
1252,614282,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,7/1/2016,6/30/2017,5/1/2000,,,,834,1,Renewal
1252,133833,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,4/1/2009,3/31/2010,5/1/2000,,,,710,1,Renewal
1252,189276,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,4/1/2010,3/31/2011,5/1/2000,,,,725,1,Renewal
1252,299259,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,5/1/2012,4/30/2013,5/1/2000,,,,750,1,Renewal
1252,357540,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,5/1/2013,5/31/2014,5/1/2000,,,,765,1,Renewal
1252,437340,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,6/1/2014,6/30/2015,5/1/2000,,,,775,1,Renewal
1252,528437,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,7/1/2015,6/30/2016,5/1/2000,,,,795,1,Renewal
1252,15578,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,5/1/2000,8/31/2006,5/1/2000,,,,670,1,New Tenant
1252,38170,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,9/1/2006,9/30/2007,5/1/2000,,,,670,1,Renewal
1252,95839,B04028,"Cossman, Mark",t0130238,,,cossy@visionsystems.tv,Current Resident,860,10/1/2005,4/1/2008,3/31/2009,5/1/2000,,,,0,1,Renewal
1134,181656,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,2/1/2010,7/31/2012,6/14/1996,,,,600,1,Renewal
1134,708016,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,5/28/2017,5/23/2018,6/14/1996,,,,627,1,Renewal
1134,50007,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,2/1/2007,1/31/2008,6/14/1996,,,,505,1,Renewal
1134,639114,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,6/1/2016,5/27/2017,6/14/1996,,,,627,1,Renewal
1134,127152,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,2/1/2009,1/31/2010,6/14/1996,,,,577,1,Renewal
1134,19630,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,2/1/2006,1/28/2007,6/14/1996,,,,489,1,New Tenant
1134,511306,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,6/1/2015,5/31/2016,6/14/1996,,,,627,1,Renewal
1134,311924,2607,"Pipkin, Gary",t0142534,,3257212336,,Current Resident,651,2/1/2006,8/1/2012,10/31/2013,6/14/1996,,,,708,1,Renewal
1073,488821,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,3/1/2015,2/29/2016,6/28/1996,,,,643,1,Renewal
1073,675943,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,3/1/2017,2/24/2018,6/28/1996,,,,521,1,Renewal
1073,572699,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,3/1/2016,2/28/2017,6/28/1996,,,,501,1,Renewal
1073,21060,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2006,12/31/2006,6/28/1996,,,,433,1,New Tenant
1073,45168,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2007,12/31/2007,6/28/1996,,,,438,1,Renewal
1073,331461,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,2/1/2013,2/28/2014,6/28/1996,,,,623,1,Renewal
1073,417478,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,3/1/2014,2/28/2015,6/28/1996,,,,643,1,Renewal
1073,168140,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2010,12/31/2010,6/28/1996,,,,468,1,Renewal
1073,214845,703,"Johnson, Gary",t0158583,8065768266,,garyjohnson79106@yahoo.com,Current Resident,638,7/1/2002,1/1/2011,1/31/2012,6/28/1996,,,,611,1,Renewal
1169,312446,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,8/1/2012,7/31/2013,6/11/1988,,,,840,1,Renewal
1169,652334,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,12/25/2016,1/19/2018,6/11/1988,,,,850,1,Renewal
1169,132746,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,3/1/2009,2/28/2010,6/11/1988,,,,629,1,Renewal
1169,264223,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,9/1/2011,7/31/2012,6/11/1988,,,,700,1,Renewal
1169,557411,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,12/30/2015,12/24/2016,6/11/1988,,,,950,1,Renewal
1169,89126,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,3/1/2008,2/28/2009,6/11/1988,,,,578,1,Renewal
1169,53154,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,3/1/2007,2/29/2008,6/11/1988,,,,445,1,Renewal
1169,184615,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,3/1/2010,8/31/2011,6/11/1988,,,,642,1,Renewal
1169,480112,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,11/1/2014,12/29/2015,6/11/1988,,,,950,1,Renewal
1169,21640,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,8/1/1998,2/28/2007,6/11/1988,,,,0,1,New Tenant
1169,382382,1618,"Day, Betty",t0162717,4322881731,,,Current Resident,784,9/1/2005,10/1/2013,12/29/2015,6/11/1988,,,,0,1,Renewal
1169,521443,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,6/1/2015,6/30/2016,3/1/1992,,,,740,1,Renewal
1169,597098,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,7/1/2016,6/30/2017,3/1/1992,,,,722,1,Renewal
1169,509659,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,2/12/1998,1/31/1999,3/1/1992,,,,330,1,Renewal
1169,509660,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,8/1/2012,7/31/2013,3/1/1992,,,,740,1,Renewal
1169,717688,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,7/1/2017,6/30/2018,3/1/1992,,,,722,1,Renewal
1169,21652,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,3/1/1992,3/31/1992,3/1/1992,,,,0,1,New Tenant
1169,156090,1714,"Castillo, Santos",t0162729,,,,Current Resident,639,3/1/1992,5/1/1996,5/31/1996,3/1/1992,,,,0,1,Renewal
1096,220269,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,12/1/2010,12/31/2011,10/1/1991,,,,639,1,Renewal
1096,282371,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,1/1/2012,1/31/2013,10/1/1991,,,,639,1,Renewal
1096,337958,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,2/1/2013,10/31/2013,10/1/1991,,,,639,1,Renewal
1096,608530,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,6/1/2016,1/31/2017,10/1/1991,,,,733,1,Renewal
1096,683422,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,2/1/2017,9/30/2017,10/1/1991,,,,753,1,Renewal
1096,171867,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,12/1/2009,11/30/2010,10/1/1991,,,,639,1,Renewal
1096,24474,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,11/1/2005,10/31/2006,10/1/1991,,,,539,1,New Tenant
1096,128367,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,12/1/2008,11/30/2009,10/1/1991,,,,639,1,Renewal
1096,392970,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,11/1/2013,8/31/2014,10/1/1991,,,,639,1,Renewal
1096,481546,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,11/1/2014,7/31/2015,10/1/1991,,,,685,1,Renewal
1096,536630,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,8/1/2015,5/31/2016,10/1/1991,,,,725,1,Renewal
1096,77825,G13,"Holland, Emma",t0178135,,,emmaholland13@yahoo.com,Current Resident,753,10/1/2002,11/1/2007,11/30/2008,10/1/1991,,,,589,1,Renewal
1096,562047,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,12/1/2015,12/31/2016,10/1/1988,,,,840,1,Renewal
1096,664294,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,1/1/2017,1/31/2018,10/1/1988,,,,911,1,Renewal
1096,101191,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,7/1/2008,7/31/2009,10/1/1988,,,,706,1,Renewal
1096,145879,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,8/1/2009,7/31/2010,10/1/1988,,,,739,1,Renewal
1096,311695,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,9/1/2012,9/30/2013,10/1/1988,,,,739,1,Renewal
1096,199818,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,8/1/2010,7/31/2011,10/1/1988,,,,739,1,Renewal
1096,472318,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,11/1/2014,11/30/2015,10/1/1988,,,,790,1,Renewal
1096,250897,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,8/1/2011,8/31/2012,10/1/1988,,,,739,1,Renewal
1096,375450,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,10/1/2013,10/31/2014,10/1/1988,,,,749,1,Renewal
1096,24496,H7,"Mcgowan, Helen",t0178151,,4097440288,helenmcgowan@sbcglobal.net,Current Resident,911,12/1/2004,1/24/2006,6/30/2008,10/1/1988,,,,0,1,New Tenant
1096,24503,K13,"Potts, Charlene",t0178187,4094436531,,kidsfuntime@yahoo.com,Current Resident,1001,3/1/2003,3/1/2006,4/30/2008,8/1/1999,,,,699,1,New Tenant
1028,7290,20154,"Brown, Linda",t0073878,7273465273,,lmyb1213@gmail.com,Current Resident,816,11/3/2005,11/1/2005,10/31/2006,3/18/1988,,,,0,2,New Tenant
1028,301081,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2012,5/31/2013,6/1/2004,,,,741,2,Renewal
1028,25897,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2006,5/31/2007,6/1/2004,,,,639,2,Renewal
1028,433998,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2014,5/31/2015,6/1/2004,,,,751,2,Renewal
1028,146870,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2009,5/31/2010,6/1/2004,,,,741,2,Renewal
1028,62061,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2007,5/31/2008,6/1/2004,,,,679,2,Renewal
1028,506468,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2015,5/31/2016,6/1/2004,,,,756,2,Renewal
1028,7329,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2005,5/31/2006,6/1/2004,,,,599,2,New Tenant
1028,103081,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2008,5/31/2009,6/1/2004,,,,719,2,Renewal
1028,358931,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2013,5/31/2014,6/1/2004,,,,751,2,Renewal
1028,612147,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2016,5/31/2017,6/1/2004,,,,771,2,Renewal
1028,246699,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2011,5/31/2012,6/1/2004,,,,741,2,Renewal
1028,200425,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2010,5/31/2011,6/1/2004,,,,741,2,Renewal
1028,694157,5510D,"Carlson, Robert",t0074164,,,CarlsonR321@gmail.com,Current Resident,816,6/1/2005,6/1/2017,5/31/2018,6/1/2004,,,,810,2,Renewal
1028,108429,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,8/1/2008,7/31/2009,11/15/1995,,,Eviction,709,1,Renewal
1028,266432,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,9/1/2011,8/31/2012,11/15/1995,,,Eviction,741,1,Renewal
1028,312722,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,9/1/2012,8/31/2013,11/15/1995,,,Eviction,741,1,Renewal
1028,634088,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,9/1/2016,8/31/2017,11/15/1995,,,Eviction,771,1,Renewal
1028,36588,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,8/1/2006,7/31/2007,11/15/1995,,,Eviction,629,1,Renewal
1028,457558,20262,"Bradley, Verna",t0073884,7275506016,,wandabyron@yahoo.com,Current Resident,816,8/8/2004,9/1/2014,8/31/2015,11/15/1995,,,Eviction,741,1,Renewal
